28,43,52,24,25,27,20,21,22,23,46,47,44,45,42,29,40,41,39,33,32,31,30,37,36,35,34,50
7,2,1,4,2,2,17,17,9,6,1,1,2,1,2,13,3,1,2,2,10,7,8,4,6,2,8,1
