42,29,34,24,25,27,20,21,22,23,46,47,44,45,28,43,40,41,39,33,32,31,30,37,36,35,52,50
7,1,1,3,7,7,0,0,1,2,14,14,7,14,2,7,4,14,7,7,1,2,1,3,2,7,14,14
